NG	e̞nd͡ʑi
주고받다	t͡ɕuɡo̞ba̠t̚t͈a̠
주교	t͡ɕuɡjo
주구	t͡ɕuɡu
주근깨	t͡ɕuɡɯnk͈e̞
주님	t͡ɕunim
주다	t͡ɕuda̠
주두	t͡ɕudu
주류	t͡ɕuɾju
주막	t͡ɕuma̠k̚
주무르다	t͡ɕumuɾɯda̠
주문하다	ˈt͡ɕuːmunɦa̠da̠
주바	t͡ɕuba̠
주변	t͡ɕubjʌ̹n
주부	t͡ɕubu
주뼛주뼛	t͡ɕup͈jʌ̹t̚t͡ɕ͈up͈jʌ̹t̚
주사위	t͡ɕusʰa̠ɥi
주소	ˈt͡ɕuːsʰo̞
주스	t͡ɕusʰɯ
주어	t͡ɕuʌ̹
주연	t͡ɕujʌ̹n
주요	t͡ɕujo
주요하다	t͡ɕujoɦa̠da̠
주위	t͡ɕuɥi
주유소	ˈt͡ɕuːjusʰo̞
주의	t͡ɕuɰi
주의	ˈt͡ɕuːɰi
주의하다	t͡ɕuɰiɦa̠da̠
주인	t͡ɕuin
주인공	t͡ɕuinɡo̞ŋ
주장하다	t͡ɕud͡ʑa̠ŋɦa̠da̠
주저앉다	t͡ɕud͡ʑʌ̹a̠nt͈a̠
주전자	t͡ɕud͡ʑʌ̹nd͡ʑa̠
주정	ˈt͡ɕuːd͡ʑʌ̹ŋ
주정뱅이	ˈt͡ɕuːd͡ʑʌ̹ŋbe̞ŋi
주제	t͡ɕud͡ʑe̞
주차	ˈt͡ɕuːt͡ɕʰa̠
주차장	ˈt͡ɕuːt͡ɕʰa̠d͡ʑa̠ŋ
주키니	t͡ɕukçini
주택	ˈt͡ɕuːtʰe̞k̚
죽	t͡ɕuk̚
죽음	t͡ɕuɡɯm
죽지	t͡ɕuk̚t͡ɕ͈i
준비	ˈt͡ɕuːnbi
준비하다	ˈt͡ɕuːnbiɦa̠da̠
줄곧	t͡ɕuɭɡo̞t̚
줄공치	t͡ɕuɭɡo̞ŋt͡ɕʰi
줄기	t͡ɕuɭɡi
줄납자루	t͡ɕuɭɭa̠p̚t͡ɕ͈a̠ɾu
줄다	ˈt͡ɕuːɭda̠
줄망둑	t͡ɕuɭma̠ŋduk̚
줄몰개	t͡ɕuɭmo̞ɭɡe̞
줄박이돌고래	t͡ɕuɭba̠ɡido̞ɭɡo̞ɾe̞
줄어들다	t͡ɕuɾʌ̹dɯɭda̠
줄이다	t͡ɕuɾida̠
줄종개	t͡ɕuɭd͡ʑo̞ŋɡe̞
중간	t͡ɕuŋɡa̠n
중개인	t͡ɕuŋɡe̞in
중경	t͡ɕuŋɡjʌ̹ŋ
중계	t͡ɕuŋɡje̞
중고기	ˈt͡ɕuːŋɡo̞ɡi
중공	t͡ɕuŋɡo̞ŋ
중국	t͡ɕuŋɡuk̚
중국산개구리	t͡ɕuŋɡuks͈a̠nɡe̞ɡuɾi
중국어	t͡ɕuŋɡuɡʌ̹
중년	t͡ɕuŋɲjʌ̹n
중대백로	t͡ɕuŋde̞be̞ŋno̞
중독	t͡ɕuŋdo̞k̚
중동	t͡ɕuŋdo̞ŋ
중량	ˈt͡ɕuːŋɲja̠ŋ
중력	t͡ɕuŋɲjʌ̹k̚
중력자	ˈt͡ɕuːŋɲjʌ̹k̚t͡ɕ͈a̠
중립	t͡ɕuŋnip̚
중매	t͡ɕuŋme̞
중매인	t͡ɕuŋme̞in
중매인	t͡ɕuŋme̞in
중반	t͡ɕuŋba̠n
중복되다	ˈt͡ɕuːŋbo̞k̚t͈we̞da̠
중부	t͡ɕuŋbu
중사	t͡ɕuŋsʰa̠
중성자	t͡ɕuŋsʰʌ̹ŋd͡ʑa̠
중세	t͡ɕuŋsʰe̞
중소기업	t͡ɕuŋsʰo̞ɡiʌ̹p̚
중순	t͡ɕuŋsʰun
중심	t͡ɕuŋɕʰim
중앙	t͡ɕuŋa̠ŋ
중얼거리다	t͡ɕuŋʌ̹ɭɡʌ̹ɾida̠
중얼중얼	t͡ɕuŋʌ̹ɭd͡ʑuŋʌ̹ɭ
중요성	ˈt͡ɕuːŋjosʰʌ̹ŋ
중요하다	ˈt͡ɕuːŋjoɦa̠da̠
중위	t͡ɕuŋɥi
중화	t͡ɕuŋβwa̠
중화대북	t͡ɕuŋβwa̠de̞buk̚
중화민국	t͡ɕuŋβwa̠minɡuk̚
중화인민공화국	ˈt͡ɕuːŋβwa̠inminɡo̞ŋβwa̠ɡuk̚
줘	t͡ɕwʌ̹
쥐	t͡ɕɥi
쥐다	t͡ɕɥida̠
쥐며느리	t͡ɕɥimjʌ̹nɯɾi
즉시	t͡ɕɯkɕ͈i
즐거움	t͡ɕɯɭɡʌ̹um
즐겁다	t͡ɕɯɭɡʌ̹p̚t͈a̠
즐기다	t͡ɕɯɭɡida̠
증	t͡ɕɯŋ
증가	t͡ɕɯŋɡa̠
증가하다	t͡ɕɯŋɡa̠ɦa̠da̠
증거	t͡ɕɯŋɡʌ̹
증권	t͡ɕɯŋk͈wʌ̹n
증권사	t͡ɕɯŋk͈wʌ̹nsʰa̠
증기선	t͡ɕɯŋɡisʰʌ̹n
증명	t͡ɕɯŋmjʌ̹ŋ
증인	t͡ɕɯŋin
증정	t͡ɕɯŋd͡ʑʌ̹ŋ
증진하다	t͡ɕɯŋd͡ʑinɦa̠da̠
지	t͡ɕi
지각	t͡ɕiɡa̠k̚
지갑	t͡ɕiɡa̠p̚
지경	t͡ɕiɡjʌ̹ŋ
지구	t͡ɕiɡu
지구대	t͡ɕiɡude̞
지구본	t͡ɕiɡubo̞n
지구의	t͡ɕiɡuɰi
지금	t͡ɕiɡɯm
지껄이다	t͡ɕik͈ʌ̹ɾida̠
지나가다	t͡ɕina̠ɡa̠da̠
지나다	t͡ɕina̠da̠
지나치다	t͡ɕina̠t͡ɕʰida̠
지난	t͡ɕina̠n
지난달	t͡ɕina̠nda̠ɭ
지난밤	t͡ɕina̠nba̠m
지난번	t͡ɕina̠nbʌ̹n
지난해	t͡ɕina̠nɦe̞
지내다	ˈt͡ɕiːne̞da̠
지네	t͡ɕine̞
지능	t͡ɕinɯŋ
지니다	t͡ɕinida̠
지다	t͡ɕida̠
지도	t͡ɕido̞
지도자	t͡ɕido̞d͡ʑa̠
지도책	t͡ɕido̞t͡ɕʰe̞k̚
지라	t͡ɕiɾa̠
지라프	t͡ɕiɾa̠pʰɯ
지뢰	t͡ɕiɾwe̞
지루하다	t͡ɕiɾuɦa̠da̠
지류	t͡ɕiɾju
지르다	t͡ɕiɾɯda̠
지름	t͡ɕiɾɯm
지름길	t͡ɕiɾɯmɡiɭ
지리학	t͡ɕiɾiɦa̠k̚
지린	t͡ɕiɾin
지방	t͡ɕiba̠ŋ
지방산	t͡ɕiba̠ŋsʰa̠n
지배하다	t͡ɕibe̞ɦa̠da̠
지부티	t͡ɕibutʰi
지불	t͡ɕibuɭ
지불하다	t͡ɕibuɾɦa̠da̠
지사	t͡ɕisʰa̠
지사	t͡ɕisʰa̠
지시	t͡ɕiɕʰi
지시하다	t͡ɕiɕʰiɦa̠da̠
지식인	t͡ɕiɕʰiɡin
지압	t͡ɕia̠p̚
지우다	t͡ɕiuda̠
지원	t͡ɕiwʌ̹n
지원자	t͡ɕiwʌ̹nd͡ʑa̠
지원자	t͡ɕiwʌ̹nd͡ʑa̠
지원하다	t͡ɕiwʌ̹nɦa̠da̠
지읒	t͡ɕiɯt̚
지적	t͡ɕid͡ʑʌ̹k̚
지점	t͡ɕid͡ʑʌ̹m
지지	t͡ɕid͡ʑi
지진	t͡ɕid͡ʑin
지진학	t͡ɕid͡ʑinɦa̠k̚
지질학	t͡ɕid͡ʑiɾɦa̠k̚
지퍼	t͡ɕipʰʌ̹
지폐	t͡ɕipʰje̞
지피다	t͡ɕipʰida̠
지피다	t͡ɕipʰida̠
지피다	t͡ɕipʰida̠
지피다	t͡ɕipʰida̠
지하	t͡ɕiɦa̠
지하도	t͡ɕiɦa̠do̞
지하드	t͡ɕiɦa̠dɯ
지하실	t͡ɕiɦa̠ɕʰiɭ
지하철	t͡ɕiɦa̠t͡ɕʰʌ̹ɭ
지협	t͡ɕiʝjʌ̹p̚
지혜	t͡ɕiʝje̞
직	t͡ɕik̚
직관	t͡ɕik̚k͈wa̠n
직기	t͡ɕik̚k͈i
직물	t͡ɕiŋmuɭ
직사각형	t͡ɕiks͈a̠ɡa̠kçjʌ̹ŋ
직위	t͡ɕiɡɥi
직장	t͡ɕik̚t͡ɕ͈a̠ŋ
직접	t͡ɕik̚t͡ɕ͈ʌ̹p̚
직접적	t͡ɕik̚t͡ɕ͈ʌ̹p̚t͡ɕ͈ʌ̹k̚
직접화법	t͡ɕik̚t͡ɕ͈ʌ̹pʰwa̠bʌ̹p̚
직캠	t͡ɕik̚kʰe̞m
직할시	t͡ɕikʰa̠ɭɕʰi
직후	t͡ɕikʰu
진공	t͡ɕinɡo̞ŋ
진공청소기	t͡ɕinɡo̞ŋt͡ɕʰʌ̹ŋsʰo̞ɡi
진균	t͡ɕinɡjun
진달래	t͡ɕinda̠ɭɭe̞
진동수	t͡ɕindo̞ŋsʰu
진부하다	t͡ɕinbuɦa̠da̠
진실	t͡ɕinɕʰiɭ
진실하다	t͡ɕinɕʰiɾɦa̠da̠
진여	t͡ɕiɲjʌ̹
진정하다	t͡ɕind͡ʑʌ̹ŋɦa̠da̠
진주	t͡ɕind͡ʑu
진주층	t͡ɕind͡ʑut͡ɕʰɯŋ
진지	ˈt͡ɕiːnd͡ʑi
진지하다	t͡ɕind͡ʑiɦa̠da̠
진짜	t͡ɕint͡ɕ͈a̠
진하다	t͡ɕinɦa̠da̠
진행	ˈt͡ɕiːnɦe̞ŋ
질	t͡ɕiɭ
질녀	t͡ɕiɭʎjʌ̹
질리다	t͡ɕiɭʎida̠
질리다	t͡ɕiɭʎida̠
질투	t͡ɕiɭtʰu
질환	t͡ɕiɾβwa̠n
짊다	t͡ɕimt͈a̠
짊어지다	t͡ɕiɭmʌ̹d͡ʑida̠
짐바브웨	t͡ɕimba̠bɯwe̞
짐승	t͡ɕimsʰɯŋ
짐작하다	t͡ɕimd͡ʑa̠kʰa̠da̠
집다	t͡ɕip̚t͈a̠
집박쥐	t͡ɕip̚p͈a̠k̚t͡ɕ͈ɥi
집사람	t͡ɕips͈a̠ɾa̠m
집안	t͡ɕiba̠n
집오리	t͡ɕibo̞ɾi
집쥐	t͡ɕip̚t͡ɕ͈ɥi
집토끼	t͡ɕip̚tʰo̞k͈i
집필	t͡ɕip̚pʰiɭ
집회	t͡ɕipʰwe̞
짓궂다	ˈt͡ɕiːt̚k͈ut̚t͈a̠
징계	t͡ɕiŋɡje̞
징그럽다	t͡ɕiŋɡɯɾʌ̹p̚t͈a̠
짙푸르다	t͡ɕit̚pʰuɾɯda̠
짚	t͡ɕip̚
짜릿하다	t͡ɕ͈a̠ɾitʰa̠da̠
짜장면	t͡ɕ͈a̠d͡ʑa̠ŋmjʌ̹n
짜증	t͡ɕ͈a̠d͡ʑɯŋ
짝짓기	t͡ɕ͈a̠k̚t͡ɕ͈it̚k͈i
짧은부리참돌고래	t͡ɕ͈a̠ɭbɯnbuɾit͡ɕʰa̠mdo̞ɭɡo̞ɾe̞
짬	t͡ɕ͈a̠m
짱깨	t͡ɕ͈a̠ŋk͈e̞
쩍다	t͡ɕ͈ʌ̹k̚t͈a̠
쪽발이	t͡ɕ͈o̞k̚p͈a̠ɾi
쫓기다	t͡ɕ͈o̞t̚k͈ida̠
쫓다	t͡ɕ͈o̞t̚t͈a̠
쭉	t͡ɕ͈uk̚
쯤	t͡ɕ͈ɯm
찌그러지다	t͡ɕ͈iɡɯɾʌ̹d͡ʑida̠
찌다	t͡ɕ͈ida̠
찍다	t͡ɕ͈ik̚t͈a̠
찍소리	t͡ɕ͈iks͈o̞ɾi
차갑다	t͡ɕʰa̠ɡa̠p̚t͈a̠
차돌박이	t͡ɕʰa̠do̞ɭba̠ɡi
차드	t͡ɕʰa̠dɯ
차량	t͡ɕʰa̠ɾja̠ŋ
차례	t͡ɕʰa̠ɾje̞
차례차례	t͡ɕʰa̠ɾje̞t͡ɕʰa̠ɾje̞
차리다	t͡ɕʰa̠ɾida̠
차림	t͡ɕʰa̠ɾim
차림표	t͡ɕʰa̠ɾimpʰjo
차별	t͡ɕʰa̠bjʌ̹ɭ
차분몫	t͡ɕʰa̠bunmo̞k̚
차분법	t͡ɕʰa̠bunbʌ̹p̚
차색	t͡ɕʰa̠sʰe̞k̚
차용어	ˈt͡ɕʰa̠ːjoŋʌ̹
차원	t͡ɕʰa̠wʌ̹n
차장	t͡ɕʰa̠d͡ʑa̠ŋ
차지하다	t͡ɕʰa̠d͡ʑiɦa̠da̠
차츰	t͡ɕʰa̠t͡ɕʰɯm
차트	t͡ɕʰa̠tʰɯ
착	t͡ɕʰa̠k̚
착각	t͡ɕʰa̠k̚k͈a̠k̚
착륙	t͡ɕʰa̠ŋɲjuk̚
착석	t͡ɕʰa̠ks͈ʌ̹k̚
착석하다	t͡ɕʰa̠ks͈ʌ̹kʰa̠da̠
착용하다	t͡ɕʰa̠ɡjoŋɦa̠da̠
착하다	t͡ɕʰa̠kʰa̠da̠
찬	t͡ɕʰa̠n
찬넬동자개	t͡ɕʰa̠nne̞ɭdo̞ŋd͡ʑa̠ɡe̞
찬란하다	t͡ɕʰa̠ɭɭa̠nɦa̠da̠
찬사	ˈt͡ɕʰa̠ːnsʰa̠
찬스	t͡ɕʰa̠nsʰɯ
찰	t͡ɕʰa̠ɭ
찰밥	t͡ɕʰa̠ɭba̠p̚
참가	t͡ɕʰa̠mɡa̠
참가하다	t͡ɕʰa̠mɡa̠ɦa̠da̠
참고	t͡ɕʰa̠mɡo̞
참고서	t͡ɕʰa̠mɡo̞sʰʌ̹
참기름	t͡ɕʰa̠mɡiɾɯm
참다	ˈt͡ɕʰa̠ːmt͈a̠
참되다	t͡ɕʰa̠mt͈we̞da̠
참둑중개	t͡ɕʰa̠mduk̚t͡ɕ͈uŋɡe̞
참말	t͡ɕʰa̠mma̠ɭ
참매	t͡ɕʰa̠mme̞
참몰개	t͡ɕʰa̠mmo̞ɭɡe̞
참붕어	t͡ɕʰa̠mbuŋʌ̹
참사	t͡ɕʰa̠msʰa̠
참새	t͡ɕʰa̠msʰe̞
참석하다	t͡ɕʰa̠msʰʌ̹kʰa̠da̠
참외	t͡ɕʰa̠mwe̞
참을성	t͡ɕʰa̠mɯɭsʰʌ̹ŋ
참종개	t͡ɕʰa̠md͡ʑo̞ŋɡe̞
참회	t͡ɕʰa̠mβwe̞
찻숱가락	t͡ɕʰa̠t̚s͈ut̚k͈a̠ɾa̠k̚
찻잎	t͡ɕʰa̠nnip̚
창문	t͡ɕʰa̠ŋmun
창세기	t͡ɕʰa̠ŋsʰe̞ɡi
창원	t͡ɕʰa̠ŋwʌ̹n
창자	t͡ɕʰa̠ŋd͡ʑa̠
찾다	t͡ɕʰa̠t̚t͈a̠
찾아내다	t͡ɕʰa̠d͡ʑa̠ne̞da̠
채널	t͡ɕʰe̞nʌ̹ɭ
채소밭	ˈt͡ɕʰe̞ːsʰo̞ba̠t̚
채식주의	ˈt͡ɕʰe̞ːɕʰik̚t͡ɕ͈uɰi
채식주의자	ˈt͡ɕʰe̞ːɕʰik̚t͡ɕ͈uɰid͡ʑa̠
채우다	t͡ɕʰe̞uda̠
채찍	t͡ɕʰe̞t͡ɕ͈ik̚
채팅	t͡ɕʰe̞tʰiŋ
책가방	t͡ɕʰe̞k̚k͈a̠ba̠ŋ
책갈피	t͡ɕʰe̞k̚k͈a̠ɭpʰi
책략	t͡ɕʰe̞ŋɲja̠k̚
책상	t͡ɕʰe̞ks͈a̠ŋ
책씻이	t͡ɕʰe̞kɕ͈iɕʰi
책임	t͡ɕʰe̞ɡim
책임자	t͡ɕʰe̞ɡimd͡ʑa̠
책임지다	t͡ɕʰe̞ɡimd͡ʑida̠
책자	ˈt͡ɕʰe̞ːk̚t͡ɕ͈a̠
책장	t͡ɕʰe̞k̚t͡ɕ͈a̠ŋ
책하다	t͡ɕʰe̞kʰa̠da̠
챌린지	t͡ɕʰe̞ɭʎind͡ʑi
챔피언	t͡ɕʰe̞mpʰiʌ̹n
챙기다	t͡ɕʰe̞ŋɡida̠
처남	t͡ɕʰʌ̹na̠m
처녀막	ˈt͡ɕʰɘːɲjʌ̹ma̠k̚
처럼	t͡ɕʰʌ̹ɾʌ̹m
처리	ˈt͡ɕʰɘːɾi
처방	t͡ɕʰʌ̹ba̠ŋ
처벌	ˈt͡ɕʰɘːbʌ̹ɭ
처음	t͡ɕʰʌ̹ɯm
처지	ˈt͡ɕʰɘːd͡ʑi
척량	t͡ɕʰʌ̹ŋɲja̠ŋ
척추	t͡ɕʰʌ̹k̚t͡ɕʰu
척하다	t͡ɕʰʌ̹kʰa̠da̠
천갈궁	t͡ɕʰʌ̹nɡa̠ɭɡuŋ
천국	t͡ɕʰʌ̹nɡuk̚
천국	t͡ɕʰʌ̹nɡuk̚
천만에요	t͡ɕʰʌ̹nma̠ne̞jo
천문학	t͡ɕʰʌ̹nmunɦa̠k̚
천사	t͡ɕʰʌ̹nsʰa̠
천왕성	t͡ɕʰʌ̹nwa̠ŋsʰʌ̹ŋ
천재	t͡ɕʰʌ̹nd͡ʑe̞
천적	t͡ɕʰʌ̹nd͡ʑʌ̹k̚
천정	t͡ɕʰʌ̹nd͡ʑʌ̹ŋ
천주교	t͡ɕʰʌ̹nd͡ʑuɡjo
천지	t͡ɕʰʌ̹nd͡ʑi
천진	t͡ɕʰʌ̹nd͡ʑin
천천히	ˈt͡ɕʰɘːnt͡ɕʰʌ̹nʝi
천체	t͡ɕʰʌ̹nt͡ɕʰe̞
천하	t͡ɕʰʌ̹nɦa̠
철	t͡ɕʰʌ̹ɭ
철갑상어	t͡ɕʰʌ̹ɭɡa̠ps͈a̠ŋʌ̹
철도	t͡ɕʰʌ̹ɭt͈o̞
철밥통	t͡ɕʰʌ̹ɭba̠p̚tʰo̞ŋ
철사	t͡ɕʰʌ̹ɭs͈a̠
철새	t͡ɕʰʌ̹ɭs͈e̞
철자법	t͡ɕʰʌ̹ɭt͡ɕ͈a̠p͈ʌ̹p̚
첫소리	t͡ɕʰʌ̹t̚s͈o̞ɾi
청	t͡ɕʰʌ̹ŋ
청각	t͡ɕʰʌ̹ŋɡa̠k̚
청국장	t͡ɕʰʌ̹ŋɡuk̚t͡ɕ͈a̠ŋ
청년	t͡ɕʰʌ̹ŋɲjʌ̹n
청동	t͡ɕʰʌ̹ŋdo̞ŋ
청량음료	t͡ɕʰʌ̹ŋɲja̠ŋɯmɲjo
청바지	t͡ɕʰʌ̹ŋba̠d͡ʑi
청색	t͡ɕʰʌ̹ŋsʰe̞k̚
청소	t͡ɕʰʌ̹ŋsʰo̞
청소년	t͡ɕʰʌ̹ŋsʰo̞ɲjʌ̹n
청와대	t͡ɕʰʌ̹ŋwa̠de̞
청진	t͡ɕʰʌ̹ŋd͡ʑin
청진기	t͡ɕʰʌ̹ŋd͡ʑinɡi
청춘	t͡ɕʰʌ̹ŋt͡ɕʰun
청하다	t͡ɕʰʌ̹ŋɦa̠da̠
청해	t͡ɕʰʌ̹ŋɦe̞
청회색	t͡ɕʰʌ̹ŋβwe̞sʰe̞k̚
체	t͡ɕʰe̞
체계	t͡ɕʰe̞ɡje̞
체스	t͡ɕʰe̞sʰɯ
체스꼬슬로벤스꼬	t͡ɕʰe̞sʰɯk͈o̞sʰɯɭɭo̞be̞nsʰɯk͈o̞
체언	ˈt͡ɕʰe̞ːʌ̹n
체온계	t͡ɕʰe̞o̞nɡje̞
체위	t͡ɕʰe̞ɥi
체육	t͡ɕʰe̞juk̚
체육관	t͡ɕʰe̞juk̚k͈wa̠n
체인	t͡ɕʰe̞in
체제	t͡ɕʰe̞d͡ʑe̞
체질	t͡ɕʰe̞d͡ʑiɭ
체첸어	t͡ɕʰe̞t͡ɕʰe̞nʌ̹
체커	t͡ɕʰe̞kʰʌ̹
체코	t͡ɕʰe̞kʰo̞
체코슬로바키아	t͡ɕʰe̞kʰo̞sʰɯɭɭo̞ba̠kçia̠
체포	t͡ɕʰe̞pʰo̞
체포하다	t͡ɕʰe̞pʰo̞ɦa̠da̠
체험	t͡ɕʰe̞ɦʌ̹m
체형	t͡ɕʰe̞ʝjʌ̹ŋ
초고속	t͡ɕʰo̞ɡo̞sʰo̞k̚
초고추장	t͡ɕʰo̞ɡo̞t͡ɕʰud͡ʑa̠ŋ
초기	t͡ɕʰo̞ɡi
초대	t͡ɕʰo̞de̞
초대하다	t͡ɕʰo̞de̞ɦa̠da̠
초등학교	t͡ɕʰo̞dɯŋɦa̠k̚k͈jo
초딩	t͡ɕʰo̞diŋ
초반	t͡ɕʰo̞ba̠n
초밥	t͡ɕʰo̞ba̠p̚
초보자	t͡ɕʰo̞bo̞d͡ʑa̠
초어	t͡ɕʰo̞ʌ̹
초은하단	t͡ɕʰo̞ɯnɦa̠da̠n
초음파	t͡ɕʰo̞ɯmpʰa̠
초점	t͡ɕʰo̞t͡ɕ͈ʌ̹m
초특급	t͡ɕʰo̞tʰɯk̚k͈ɯp̚
초혼	t͡ɕʰo̞βo̞n
촉	t͡ɕʰo̞k̚
촉각	t͡ɕʰo̞k̚k͈a̠k̚
촉지	t͡ɕʰo̞k̚t͡ɕ͈i
촌놈	t͡ɕʰo̞nno̞m
촌락	ˈt͡ɕʰo̞ːɭɭa̠k̚
촌스럽다	ˈt͡ɕʰo̞ːnsʰɯɾʌ̹p̚t͈a̠
촛불	t͡ɕʰo̞t̚p͈uɭ
총	t͡ɕʰo̞ŋ
총각	ˈt͡ɕʰo̞ːŋɡa̠k̚
총각김치	t͡ɕʰo̞ŋɡa̠k̚k͈imt͡ɕʰi
총대주교	ˈt͡ɕʰo̞ːŋde̞d͡ʑuɡjo
총명	t͡ɕʰo̞ŋmjʌ̹ŋ
촬	t͡ɕʰwa̠ɭ
촬영	t͡ɕʰwa̠ɾjʌ̹ŋ
최근	ˈt͡ɕʰwe̞ːɡɯn
최대	ˈt͡ɕʰwe̞ːde̞
최대한	ˈt͡ɕʰwe̞ːde̞ɦa̠n
최선	ˈt͡ɕʰwe̞ːsʰʌ̹n
최소한	ˈt͡ɕʰwe̞ːsʰo̞ɦa̠n
최초	ˈt͡ɕʰwe̞ːt͡ɕʰo̞
추가	t͡ɕʰuɡa̠
추구	t͡ɕʰuɡu
추구하다	t͡ɕʰuɡuɦa̠da̠
추락	t͡ɕʰuɾa̠k̚
추밀원	t͡ɕʰumiɾwʌ̹n
추석	t͡ɕʰusʰʌ̹k̚
추악하다	t͡ɕʰua̠kʰa̠da̠
추위	t͡ɕʰuɥi
추진하다	t͡ɕʰud͡ʑinɦa̠da̠
추천	t͡ɕʰut͡ɕʰʌ̹n
추측	t͡ɕʰut͡ɕʰɯk̚
추측하다	t͡ɕʰut͡ɕʰɯkʰa̠da̠
축	t͡ɕʰuk̚
축배	t͡ɕʰuk̚p͈e̞
축복	t͡ɕʰuk̚p͈o̞k̚
축전기	t͡ɕʰuk̚t͡ɕ͈ʌ̹nɡi
축제일	t͡ɕʰuk̚t͡ɕ͈e̞iɭ
축축하다	t͡ɕʰuk̚t͡ɕʰukʰa̠da̠
춘절	t͡ɕʰund͡ʑʌ̹ɭ
춘하추동	t͡ɕʰunɦa̠t͡ɕʰudo̞ŋ
출근	t͡ɕʰuɭɡɯn
출근하다	t͡ɕʰuɭɡɯnɦa̠da̠
출납계	t͡ɕʰuɭɭa̠p̚k͈je̞
출생	t͡ɕʰuɭs͈e̞ŋ
출생일	t͡ɕʰuɭs͈e̞ŋiɭ
출석하다	t͡ɕʰuɭsʰʌ̹kʰa̠da̠
출애굽기	t͡ɕʰuɾe̞ɡup̚k͈i
출장	t͡ɕʰuɭt͡ɕ͈a̠ŋ
출처	t͡ɕʰuɭt͡ɕʰʌ̹
출퇴근하다	t͡ɕʰuɭtʰwe̞ɡɯnɦa̠da̠
출판하다	t͡ɕʰuɭpʰa̠nɦa̠da̠
출혈	t͡ɕʰuɾʝjʌ̹ɭ
춤추다	t͡ɕʰumt͡ɕʰuda̠
충고	t͡ɕʰuŋɡo̞
충돌	t͡ɕʰuŋdo̞ɭ
충수	t͡ɕʰuŋsʰu
충심	t͡ɕʰuŋɕʰim
췌장암	ˈt͡ɕʰwe̞ːd͡ʑa̠ŋa̠m
취급	t͡ɕʰɥiɡɯp̚
취나물	t͡ɕʰɥina̠muɭ
취소	ˈt͡ɕʰɥiːsʰo̞
취향	ˈt͡ɕʰɥiːʝja̠ŋ
취흥	ˈt͡ɕʰɥiːɣɯŋ
측위	t͡ɕʰɯɡɥi
치	t͡ɕʰi
치는	t͡ɕʰinɯn
치료	t͡ɕʰiɾjo
치아	t͡ɕʰia̠
치우다	t͡ɕʰiuda̠
치즈	t͡ɕʰid͡ʑɯ
치타	t͡ɕʰitʰa̠
치통	t͡ɕʰitʰo̞ŋ
치한	t͡ɕʰiɦa̠n
친구	t͡ɕʰinɡu
친밀	t͡ɕʰinmiɭ
친삼촌	t͡ɕʰinsʰa̠mt͡ɕʰo̞n
친절	t͡ɕʰind͡ʑʌ̹ɭ
친척	t͡ɕʰint͡ɕʰʌ̹k̚
친할아버지	t͡ɕʰinɦa̠ɾa̠bʌ̹d͡ʑi
칠	t͡ɕʰiɭ
칠레	t͡ɕʰiɭɭe̞
칠리	t͡ɕʰiɭʎi
칠면조	t͡ɕʰiɭmjʌ̹nd͡ʑo̞
칠십	t͡ɕʰiɭɕ͈ip̚
칠하다	t͡ɕʰiɾɦa̠da̠
침공	ˈt͡ɕʰiːmɡo̞ŋ
침낭	ˈt͡ɕʰiːmna̠ŋ
침략자	ˈt͡ɕʰiːmɲja̠k̚t͡ɕ͈a̠
침묵	t͡ɕʰimmuk̚
칩	t͡ɕʰip̚
칭찬하다	t͡ɕʰiŋt͡ɕʰa̠nɦa̠da̠
카게베	kʰa̠ɡe̞be̞
카디건	kʰa̠diɡʌ̹n
카르마	kʰa̠ɾɯma̠
카르빌아민	kʰa̠ɾɯbiɾa̠min
카메룬	kʰa̠me̞ɾun
카바레	kʰa̠ba̠ɾe̞
카옌	kʰa̠je̞n
카우보이	kʰa̠ubo̞i
카이로	kʰa̠iɾo̞
카이사르	kʰa̠isʰa̠ɾɯ
카인	kʰa̠in
카자흐스탄	kʰa̠d͡ʑa̠ɣɯsʰɯtʰa̠n
카지노	kʰa̠d͡ʑino̞
카타르	kʰa̠tʰa̠ɾɯ
카트	kʰa̠tʰɯ
카페인	kʰa̠pʰe̞in
칵테일	kʰa̠k̚tʰe̞iɭ
칸델라	kʰa̠nde̞ɭɭa̠
칼	kʰa̠ɭ
칼라	kʰa̠ɭɭa̠
칼럼	kʰa̠ɭɭʌ̹m
칼로리	kʰa̠ɭɭo̞ɾi
칼륨	kʰa̠ɭʎjum
칼리닌그라드	kʰa̠ɭʎininɡɯɾa̠dɯ
칼리파	kʰa̠ɭʎipʰa̠
칼상어	kʰa̠ɭsʰa̠ŋʌ̹
칼슘	kʰa̠ɭɕʰjum
캄보디아	kʰa̠mbo̞dia̠
캄팔라	kʰa̠mpʰa̠ɭɭa̠
캐	kʰe̞
캐다	ˈkʰe̞ːda̠
캐릭터	kʰe̞ɾik̚tʰʌ̹
캐비어	kʰe̞biʌ̹
캐스팅	kʰe̞sʰɯtʰiŋ
캔	kʰe̞n
캔버스	kʰe̞nbʌ̹sʰɯ
캠퍼스	kʰe̞mpʰʌ̹sʰɯ
캠페인	kʰe̞mpʰe̞in
캠프	kʰe̞mpʰɯ
캠핑	kʰe̞mpʰiŋ
캡스턴	kʰe̞ps͈ɯtʰʌ̹n
커리	kʰʌ̹ɾi
커뮤니케이션	kʰʌ̹mjunikʰe̞iɕʰjʌ̹n
