ͷ	t͡sʼ
ἄργιλοσ	a r ɣ i l o s
ἄργιλοσ	a r ʝ i l o s
ἄργιλοσ	á r ɡ i l o s
ἄργμα	a r ɡ m a
ἄργμα	a r ɣ m a
ἄργμα	á r ŋ m a
ἄργοσ	a r ɡ o s
ἄργοσ	a r ɣ o s
ἄργοσ	á r ɡ o s
ἄργουσ	a r ɡ u s
ἄργουσ	a r ɣ u s
ἄργουσ	á r ɡ oː s
ἄργυροσ	a r ɡ y r o s
ἄργυροσ	a r ɣ y r o s
ἄργυροσ	a r ʝ i r o s
ἄργυροσ	a r ʝ y r o s
ἄργυροσ	á r ɡ y r o s
ἄρδην	a r d e n
ἄρδην	a r ð i n
ἄρδην	ǎː r d ɛː n
ἄρδισ	a r d i s
ἄρδισ	a r ð i s
ἄρδισ	á r d i s
ἄρει	a r i
ἄρει	á r eː
ἄρειοσ	a r i o s
ἄρειοσ	á r eː o s
ἄρεσ	a r e s
ἄρεσ	a r ɛ s
ἄρεσ	á r e s
ἄρεωσ	a r e o s
ἄρεωσ	a r ɛ o s
ἄρεωσ	á r e ɔː s
ἄρη	a r e
ἄρη	a r i
ἄρη	á r ɛː
ἄρη	ǎː r ɛː
ἄρηα	a r e a
ἄρηα	a r i a
ἄρηα	á r ɛː a
ἄρηοσ	a r e o s
ἄρηοσ	a r i o s
ἄρηοσ	á r ɛː o s
ἄρησ	a r e s
ἄρησ	a r i s
ἄρησ	á r ɛː s
ἄρηϊ	a r e i
ἄρηϊ	a r i i
ἄρηϊ	á r ɛː i
ἄρθρον	a r tʰ r o n
ἄρθρον	a r θ r o n
ἄρθρον	á r tʰ r o n
ἄριστα	a r i s t a
ἄριστα	á r i s t a
ἄριστοι	a r i s t i
ἄριστοι	a r i s t y
ἄριστοι	á r i s t o i̯
ἄριστον	a r i s t o n
ἄριστον	á r i s t o n
ἄριστον	ǎː r iː s t o n
ἄριστοσ	a r i s t o s
ἄριστοσ	á r i s t o s
ἄρκευθοσ	a r c e f θ o s
ἄρκευθοσ	a r k e ɸ θ o s
ἄρκευθοσ	a r k e ʍ tʰ o s
ἄρκευθοσ	á r k e u̯ tʰ o s
ἄρκτοσ	a r k t o s
ἄρκτοσ	á r k t o s
ἄρκυσ	a r c i s
ἄρκυσ	a r c y s
ἄρκυσ	a r k y s
ἄρκυσ	á r k y s
ἄρναι	a r n e
ἄρναι	a r n ɛ
ἄρναι	á r n a i̯
ἄρνη	a r n e
ἄρνη	a r n i
ἄρνη	á r n ɛː
ἄρνυμαι	a r n i m e
ἄρνυμαι	a r n y m e
ἄρνυμαι	a r n y m ɛ
ἄρνυμαι	á r n y m a i̯
ἄρξαι	a r k s e
ἄρξαι	a r k s ɛ
ἄρξαι	á r k s a i̯
ἄρον	a r o n
ἄρον	á r o n
ἄροτρον	a r o t r o n
ἄροτρον	á r o t r o n
ἄρουρα	a r u r a
ἄρουρα	á r oː r a
ἄρουραν	a r u r a n
ἄρουραν	á r oː r a n
ἄρπιξ	a r p i k s
ἄρπιξ	á r p i k s
ἄρποι	a r p i
ἄρποι	a r p y
ἄρποι	á r p o i̯
ἄρρενοσ	a r e n o s
ἄρρενοσ	a r r e n o s
ἄρρενοσ	a r̥ r̥ ɛ n o s
ἄρρενοσ	á r̥ r̥ e n o s
ἄρρην	a r i n
ἄρρην	a r r i n
ἄρρην	a r̥ r̥ e n
ἄρρην	á r̥ r̥ ɛː n
ἄρρυθμοσ	a r i θ m o s
ἄρρυθμοσ	a r r y θ m o s
ἄρρυθμοσ	a r̥ r̥ y tʰ m o s
ἄρρυθμοσ	á r̥ r̥ y tʰ m o s
ἄρρωστοσ	a r o s t o s
ἄρρωστοσ	a r r o s t o s
ἄρρωστοσ	a r̥ r̥ o s t o s
ἄρρωστοσ	á r̥ r̥ ɔː s t o s
ἄρσην	a r s e n
ἄρσην	a r s i n
ἄρσην	á r s ɛː n
ἄρσισ	a r s i s
ἄρσισ	á r s i s
ἄρτεμισ	a r t e m i s
ἄρτεμισ	a r t ɛ m i s
ἄρτεμισ	á r t e m i s
ἄρτημα	a r t e m a
ἄρτημα	a r t i m a
ἄρτημα	á r t ɛː m a
ἄρτι	a r t i
ἄρτι	á r t i
ἄρτιοσ	a r t i o s
ἄρτιοσ	á r t i o s
ἄρτοσ	a r t o s
ἄρτοσ	á r t o s
ἄρυσοσ	a r i s o s
ἄρυσοσ	a r y s o s
ἄρυσοσ	á r y s o s
ἄρχομαι	a r kʰ o m ɛ
ἄρχομαι	a r x o m e
ἄρχομαι	a r x o m ɛ
ἄρχομαι	á r kʰ o m a i̯
ἄρχοντα	a r kʰ o n t a
ἄρχοντα	a r x o n d a
ἄρχοντα	a r x o n t a
ἄρχοντα	á r kʰ o n t a
ἄρχοντεσ	a r kʰ o n t ɛ s
ἄρχοντεσ	a r x o n d e s
ἄρχοντεσ	a r x o n t e s
ἄρχοντεσ	á r kʰ o n t e s
ἄρχω	a r kʰ o
ἄρχω	a r x o
ἄρχω	á r kʰ ɔː
ἄρχων	a r kʰ o n
ἄρχων	a r x o n
ἄρχων	á r kʰ ɔː n
ἄρωμα	a r o m a
ἄρωμα	á r ɔː m a
ἄσαρον	a s a r o n
ἄσαρον	á s a r o n
ἄσβεστοι	a z b ɛ s t y
ἄσβεστοι	a z v e s t i
ἄσβεστοι	a z v e s t y
ἄσβεστοι	a z β e s t y
ἄσβεστοι	á z b e s t o i̯
ἄσβεστοσ	a z b ɛ s t o s
ἄσβεστοσ	a z v e s t o s
ἄσβεστοσ	a z β e s t o s
ἄσβεστοσ	á z b e s t o s
ἄσβολοσ	a z b o l o s
ἄσβολοσ	a z v o l o s
ἄσβολοσ	a z β o l o s
ἄσβολοσ	á z b o l o s
ἄσημον	a s e m o n
ἄσημον	a s i m o n
ἄσημον	á s ɛː m o n
ἄσιοσ	a s i o s
ἄσιοσ	á s i o s
ἄσκησισ	a s c i s i s
ἄσκησισ	a s k e s i s
ἄσκησισ	a s k i s i s
ἄσκησισ	á s k ɛː s i s
ἄσκιοσ	a s c i o s
ἄσκιοσ	a s k i o s
ἄσκιοσ	á s k i o s
ἄσκλον	a s k l o n
ἄσκλον	á s k l o n
ἄσκρα	a s k r a
ἄσκρα	á s k r aː
ἄσπενδοσ	a s p e n d o s
ἄσπενδοσ	a s p ɛ n d o s
ἄσπετα	a s p e t a
ἄσπετα	a s p ɛ t a
ἄσπετα	á s p e t a
ἄσπετον	a s p e t o n
ἄσπετον	a s p ɛ t o n
ἄσπετον	á s p e t o n
ἄσπετοσ	a s p e t o s
ἄσπετοσ	a s p ɛ t o s
ἄσπετοσ	á s p e t o s
ἄσπληνον	a s p l e n o n
ἄσπληνον	a s p l i n o n
ἄσπληνον	á s p l ɛː n o n
ἄσπρισ	a s p r i s
ἄσπρισ	á s p r i s
ἄστακοσ	a s t a k o s
ἄστακοσ	á s t a k o s
ἄσταχυσ	a s t a ç i s
ἄσταχυσ	a s t a ç y s
ἄσταχυσ	a s t a kʰ y s
ἄσταχυσ	a s t a x y s
ἄσταχυσ	á s t a kʰ y s
ἄστεα	a s t e a
ἄστεα	a s t ɛ a
ἄστεα	á s t e a
ἄστεοσ	a s t e o s
ἄστεοσ	a s t ɛ o s
ἄστεοσ	w á s t e o s
ἄστρον	a s t r o n
ἄστρον	á s t r o n
ἄστυ	a s t i
ἄστυ	a s t y
ἄστυ	á s t y
ἄσυλον	a s i l o n
ἄσυλον	a s y l o n
ἄσυλον	á s yː l o n
ἄσυλοσ	a s i l o s
ἄσυλοσ	a s y l o s
ἄσυλοσ	á s yː l o s
ἄσχειον	a s k l o n
ἄσχειον	á s k l o n
ἄσχυ	a s ç i
ἄσχυ	a s ç y
ἄσχυ	a s kʰ y
ἄσχυ	a s x y
ἄσχυ	á s kʰ y
ἄσωτοσ	a s o t o s
ἄσωτοσ	á s ɔː t o s
ἄτερ	a t e r
ἄτερ	a t ɛ r
ἄτερ	á t e r
ἄτη	a t e
ἄτη	a t i
ἄτη	á t ɛː
ἄτη	ǎː t ɛː
ἄτην	a t e n
ἄτην	a t i n
ἄτην	ǎː t ɛː n
ἄτλαντεσ	a t l a n d e s
ἄτλαντεσ	a t l a n t e s
ἄτλαντεσ	a t l a n t ɛ s
ἄτλαντεσ	á t l a n t e s
ἄτλασ	a t l a s
ἄτλασ	á t l aː s
ἄτοποσ	a t o p o s
ἄτοποσ	á t o p o s
ἄτοσσα	a t o s a
ἄτοσσα	a t o s s a
ἄτοσσα	á t o s s a
ἄτρακτοσ	a t r a k t o s
ἄτρακτοσ	á t r a k t o s
ἄτροποσ	a t r o p o s
ἄτροποσ	á t r o p o s
ἄττα	a t a
ἄττα	a t t a
ἄττα	á t t a
ἄττυσ	a t i s
ἄττυσ	a t t y s
ἄττυσ	á t t y s
ἄτυσ	a t i s
ἄτυσ	a t y s
ἄτυσ	á t y s
ἄφαρ	a f a r
ἄφαρ	a pʰ a r
ἄφαρ	a ɸ a r
ἄφαρ	á pʰ a r
ἄφαρκτοσ	a f a r k t o s
ἄφαρκτοσ	a pʰ a r k t o s
ἄφαρκτοσ	a ɸ a r k t o s
ἄφαρκτοσ	á pʰ a r k t o s
ἄφεσ	a f e s
ἄφεσ	a pʰ ɛ s
ἄφεσ	a ɸ e s
ἄφεσ	á pʰ e s
ἄφρακτοσ	a f r a k t o s
ἄφρακτοσ	a pʰ r a k t o s
ἄφρακτοσ	a ɸ r a k t o s
ἄφρακτοσ	á pʰ r a k t o s
ἄφρισσα	a f r i s a
ἄφρισσα	a f r i s s a
ἄφρισσα	a pʰ r i s s a
ἄφρισσα	a ɸ r i s s a
ἄφρισσα	á pʰ r i s s a
ἄφρων	a f r o n
ἄφρων	a pʰ r o n
ἄφρων	a ɸ r o n
ἄφρων	á pʰ r o n
ἄφυλλοσ	a f i l o s
ἄφυλλοσ	a f y l l o s
ἄφυλλοσ	a pʰ y l l o s
ἄφυλλοσ	a ɸ y l l o s
ἄφυλλοσ	á pʰ y l l o s
ἄφυτισ	a f i t i s
ἄφυτισ	a f y t i s
ἄφυτισ	a pʰ y t i s
ἄφυτισ	a ɸ y t i s
ἄφυτισ	á pʰ y t i s
ἄφωνοσ	a f o n o s
ἄφωνοσ	a pʰ o n o s
ἄφωνοσ	a ɸ o n o s
ἄφωνοσ	á pʰ ɔː n o s
ἄχερδοσ	a ç e r ð o s
ἄχερδοσ	a kʰ ɛ r d o s
ἄχερδοσ	a x e r ð o s
ἄχερδοσ	á kʰ e r d o s
ἄχνη	a kʰ n e
ἄχνη	a x n i
ἄχνη	á kʰ n ɛː
ἄχνυμαι	a kʰ n y m ɛ
ἄχνυμαι	a x n i m e
ἄχνυμαι	a x n y m e
ἄχνυμαι	a x n y m ɛ
ἄχνυμαι	á kʰ n y m a i̯
ἄχολλα	a kʰ o l l a
ἄχολλα	a x o l a
ἄχολλα	a x o l l a
ἄχολλα	á kʰ o l l a
ἄχοσ	a kʰ o s
ἄχοσ	a x o s
ἄχοσ	á kʰ o s
ἄχρηστοσ	a kʰ r e s t o s
ἄχρηστοσ	a x r i s t o s
ἄχρηστοσ	á kʰ r ɛː s t o s
ἄχρι	a kʰ r i
ἄχρι	a x r i
ἄχρι	á kʰ r i
ἄχυρον	a ç i r o n
ἄχυρον	a ç y r o n
ἄχυρον	a kʰ y r o n
ἄχυρον	a x y r o n
ἄχυρον	á kʰ y r o n
ἄχωρ	a kʰ o r
ἄχωρ	a x o r
ἄχωρ	á kʰ ɔː r
ἄψ	a p s
ἄψ	á p s
ἄψοροσ	a p s o r o s
ἄψοροσ	á p s o r o s
ἄψορρον	a p s o r o n
ἄψορρον	a p s o r r o n
ἄψορρον	a p s o r̥ r̥ o n
ἄψορρον	á p s o r̥ r̥ o n
ἄψορροσ	a p s o r o s
ἄψορροσ	a p s o r r o s
ἄψορροσ	a p s o r̥ r̥ o s
ἄψορροσ	á p s o r̥ r̥ o s
ἄω	a o
ἄω	ǎː ɔː
ἄϊδοσ	a i d o s
ἄϊδοσ	a i ð o s
ἄϊδοσ	á i d o s
ἅβελ	a v e l
ἅβελ	a β e l
ἅβελ	h a b ɛ l
ἅβελ	h á b e l
ἅγια	a ɣ i a
ἅγια	a ʝ i a
ἅγια	h a ɡ i a
ἅγια	h á ɡ i a
ἅγιοσ	a ɣ i o s
ἅγιοσ	a ʝ i o s
ἅγιοσ	h a ɡ i o s
ἅγιοσ	h á ɡ i o s
ἅγνων	a ɣ n o n
ἅγνων	h a ɡ n o n
ἅγνων	h á ɡ n ɔː n
ἅζομαι	a z o m e
ἅζομαι	a z o m ɛ
ἅζομαι	h a z o m ɛ
ἅζομαι	h á z d o m a i̯
ἅθωρ	a θ o r
ἅθωρ	h a tʰ o r
ἅθωρ	h á tʰ ɔː r
ἅιδησ	a ð i s
ἅιδησ	h a d e s
ἅιδησ	h áː i̯ d ɛː s
ἅλα	a l a
ἅλα	h a l a
ἅλα	h á l a
ἅλαισα	a l e s a
ἅλαισα	a l ɛ s a
ἅλαισα	h a l ɛ s a
ἅλαισα	h á l a i̯ s a
ἅλασ	a l a s
ἅλασ	h a l a s
ἅλινοσ	a l i n o s
ἅλινοσ	h a l i n o s
ἅλινοσ	h á l i n o s
ἅλιον	a l i o n
ἅλιον	h a l i o n
ἅλιον	h á l i o n
ἅλιον	h ǎː l i o n
ἅλιοσ	a l i o s
ἅλιοσ	h a l i o s
ἅλιοσ	h á l i o s
ἅλιοσ	h ǎː l i o s
ἅλισ	a l i s
ἅλισ	h a l i s
ἅλισ	h á l i s
ἅλλομαι	a l l o m e
ἅλλομαι	a l l o m ɛ
ἅλλομαι	a l o m e
ἅλλομαι	h a l l o m ɛ
ἅλλομαι	h á l l o m a i̯
ἅλμα	a l m a
ἅλμα	h a l m a
ἅλμα	h á l m a
ἅλσ	a l s
ἅλσ	h a l s
ἅλσ	h á l s
ἅλυσ	a l i s
ἅλυσ	a l y s
ἅλυσ	h a l y s
ἅλυσ	h á l yː s
ἅλυσισ	a l i s i s
ἅλυσισ	a l y s i s
ἅλυσισ	h a l y s i s
ἅλυσισ	h á l y s i s
ἅλωσ	a l o s
ἅλωσ	h a l o s
ἅλωσ	h á l ɔː s
ἅμ'	a m
ἅμ'	h a m
ἅμ'	h á m
ἅμα	a m a
ἅμα	h a m a
ἅμα	h á m a
ἅμαξα	a m a k s a
ἅμαξα	h a m a k s a
ἅμαξα	h á m a k s a
ἅμιλλα	a m i l a
ἅμιλλα	a m i l l a
ἅμιλλα	h a m i l l a
ἅμιλλα	h á m i l l a
ἅμμα	a m a
ἅμμα	a m m a
ἅμμα	h a m m a
ἅμμα	h á m m a
ἅπαν	a p a n
ἅπαν	h a p a n
ἅπαν	h á p a n
ἅπαντα	a p a n d a
ἅπαντα	a p a n t a
ἅπαντα	h a p a n t a
ἅπαντα	h á p a n t a
ἅπαντασ	a p a n d a s
ἅπαντασ	a p a n t a s
ἅπαντασ	h a p a n t a s
ἅπαντασ	h á p a n t a s
ἅπαντεσ	a p a n d e s
ἅπαντεσ	a p a n t e s
ἅπαντεσ	h a p a n t ɛ s
ἅπαντεσ	h á p a n t e s
ἅπαντι	a p a n d i
ἅπαντι	a p a n t i
ἅπαντι	h a p a n t i
ἅπαντι	h á p a n t i
ἅπαντοσ	a p a n d o s
ἅπαντοσ	a p a n t o s
ἅπαντοσ	h a p a n t o s
ἅπαντοσ	h á p a n t o s
ἅπαξ	a p a k s
ἅπαξ	h a p a k s
ἅπαξ	h á p a k s
ἅπασ	a p a s
ἅπασ	h a p a s
ἅπασ	h á p aː s
ἅπασα	a p a s a
ἅπασα	h a p a s a
ἅπασα	h á p aː s a
ἅπασαι	a p a s e
ἅπασαι	a p a s ɛ
ἅπασαι	h a p a s ɛ
ἅπασαι	h á p aː s a i̯
ἅπασαν	a p a s a n
ἅπασαν	h a p a s a n
ἅπασαν	h á p aː s a n
ἅπασι	a p a s i
ἅπασι	h a p a s i
ἅπασι	h á p aː s i
ἅπασιν	a p a s i n
ἅπασιν	h a p a s i n
ἅπασιν	h á p aː s i n
ἅπερ	a p e r
ἅπερ	h a p ɛ r
ἅπερ	h á p e r
ἅπερ	h ǎː p e r
ἅπτε	a p t e
ἅπτε	h a p t ɛ
ἅπτε	h á p t e
ἅπτω	a p t o
ἅπτω	h a p t o
ἅπτω	h á p t ɔː
ἅρμα	a r m a
ἅρμα	h a r m a
ἅρμα	h á r m a
ἅρμασιν	a r m a s i n
ἅρμασιν	h a r m a s i n
ἅρμασιν	h á r m a s i n
ἅρματα	a r m a t a
ἅρματα	h a r m a t a
ἅρματα	h á r m a t a
ἅρπα	a r p a
ἅρπα	h a r p a
ἅρπα	h á r p aː
ἅρπαγμα	a r p a ɣ m a
ἅρπαγμα	h a r p a ɡ m a
ἅρπαγμα	h á r p a ŋ m a
ἅρπαγοσ	a r p a ɣ o s
ἅρπαγοσ	h a r p a ɡ o s
ἅρπαγοσ	h á r p a ɡ o s
ἅρπη	a r p i
ἅρπη	h a r p e
ἅρπη	h á r p ɛː
ἅρπυια	a r p i a
ἅρπυια	a r p y a
ἅρπυια	h a r p y a
ἅρπυια	h á r p yː a
ἅσ	a s
ἅσ	h a s
ἅσ	h á s
ἅστινασ	a s t i n a s
ἅστινασ	h a s t i n a s
ἅστινασ	h ǎː s t i n a s
ἅτινα	a t i n a
ἅτινα	h a t i n a
ἅτινα	h á t i n a
ἅττα	a t a
ἅττα	a t t a
ἅττα	h a t t a
ἅττα	h á t t a
ἅψοσ	a p s o s
ἅψοσ	h a p s o s
ἅψοσ	h á p s o s
ἆ	a
ἆ	âː
ἆγιν	a ɡ i n
ἆγιν	a ɣ i n
ἆγιν	a ʝ i n
ἆγιν	âː ɡ i n
ἆγισ	a ɡ i s
ἆγισ	a ɣ i s
ἆγισ	a ʝ i s
ἆγισ	âː ɡ i s
ἆθλον	a tʰ l o n
ἆθλον	a θ l o n
ἆθλον	âː tʰ l o n
ἆθλοσ	a tʰ l o s
ἆθλοσ	a θ l o s
ἆθλοσ	âː tʰ l o s
ἆισμα	a z m a
ἆισμα	âː i̯ z m a
ἆλτο	a l t o
ἆλτο	âː l t o
ἆρα	a r a
ἆρα	âː r a
ἆρον	a r o n
ἆρον	âː r o n
ἆσαι	a s e
ἆσαι	a s ɛ
ἆσαι	âː s a i̯
ἆσθμα	a s tʰ m a
ἆσθμα	a s θ m a
ἆσθμα	âː s tʰ m a
ἆσσον	a s o n
ἆσσον	a s s o n
ἆσσον	âː s s o n
ἐάν	e a n
ἐάν	e ǎː n
ἐάν	ɛ a n
ἐάσομεν	e a s o m e n
ἐάσομεν	e ǎː s o m e n
ἐάσομεν	ɛ a s o m ɛ n
ἐάω	e a o
ἐάω	e á ɔː
ἐάω	ɛ a o
ἐᾶν	e a n
ἐᾶν	e âː n
ἐᾶν	ɛ a n
ἐβένινοσ	e b é n i n o s
ἐβένινοσ	e v e n i n o s
ἐβένινοσ	e β e n i n o s
ἐβένινοσ	ɛ b ɛ n i n o s
ἐβλήθην	e b l ɛ̌ː tʰ ɛː n
ἐβλήθην	e v l i θ i n
ἐβλήθην	e β l i θ i n
ἐβλήθην	ɛ b l e tʰ e n
ἐβοήθησαν	e b o ɛ̌ː tʰ ɛː s a n
ἐβοήθησαν	e v o i θ i s a n
ἐβοήθησαν	e β o i θ i s a n
ἐβοήθησαν	ɛ b o e tʰ e s a n
ἐβοήθουν	e b o ɛ̌ː tʰ oː n
ἐβοήθουν	e v o i θ u n
ἐβοήθουν	e β o i θ u n
ἐβοήθουν	ɛ b o e tʰ u n
ἐβοσκήθην	e b o s k ɛ̌ː tʰ ɛː n
ἐβοσκήθην	e v o s c i θ i n
ἐβοσκήθην	e β o s k i θ i n
ἐβοσκήθην	ɛ b o s k e tʰ e n
ἐβούλετο	e b ǒː l e t o
ἐβούλετο	e v u l e t o
ἐβούλετο	e β u l e t o
ἐβούλετο	ɛ b u l ɛ t o
ἐβούλοντο	e b ǒː l o n t o
ἐβούλοντο	e v u l o n d o
ἐβούλοντο	e v u l o n t o
ἐβούλοντο	e β u l o n t o
ἐβούλοντο	ɛ b u l o n t o
ἐγένετο	e ɡ é n e t o
ἐγένετο	e ɣ e n e t o
ἐγένετο	e ʝ e n e t o
ἐγένετο	ɛ ɡ ɛ n ɛ t o
ἐγέννησε	e ɡ é n n ɛː s e
ἐγέννησε	e ɣ e n n i s e
ἐγέννησε	e ʝ e n i s e
ἐγέννησε	e ʝ e n n i s e
ἐγέννησε	ɛ ɡ ɛ n n e s ɛ
ἐγένοντο	e ɡ é n o n t o
ἐγένοντο	e ɣ e n o n t o
ἐγένοντο	e ʝ e n o n d o
ἐγένοντο	e ʝ e n o n t o
ἐγένοντο	ɛ ɡ ɛ n o n t o
ἐγέρθητε	e ɡ é r tʰ ɛː t e
ἐγέρθητε	e ɣ e r θ i t e
ἐγέρθητε	e ʝ e r θ i t e
ἐγέρθητε	ɛ ɡ ɛ r tʰ e t ɛ
ἐγέρθητι	e ɡ é r tʰ ɛː t i
ἐγέρθητι	e ɣ e r θ i t i
ἐγέρθητι	e ʝ e r θ i t i
ἐγέρθητι	ɛ ɡ ɛ r tʰ e t i
ἐγέρρομεν	e ɡ é r̥ r̥ o m e n
ἐγέρρομεν	e ɣ e r r o m e n
ἐγέρρομεν	e ʝ e r o m e n
ἐγέρρομεν	e ʝ e r r o m e n
ἐγέρρομεν	ɛ ɡ ɛ r̥ r̥ o m ɛ n
ἐγίγνετο	e ɡ í ɡ n e t o
ἐγίγνετο	e ɣ i ɣ n e t o
ἐγίγνετο	e ʝ i ɣ n e t o
ἐγίγνετο	ɛ ɡ i ɡ n ɛ t o
ἐγίγνοντο	e ɡ i ɡ n o n t o
ἐγίγνοντο	e ɣ i ɣ n o n t o
ἐγίγνοντο	e ʝ i ɣ n o n d o
ἐγίγνοντο	e ʝ i ɣ n o n t o
ἐγίγνοντο	ɛ ɡ i ɡ n o n t o
ἐγγίγνομαι	e ŋ ɡ i ɣ n o m ɛ
ἐγγίγνομαι	e ŋ ɡ í ɡ n o m a i̯
ἐγγίγνομαι	e ɲ ɟ i ɣ n o m e
ἐγγίγνομαι	ɛ ŋ ɡ i ɡ n o m ɛ
ἐγγίζω	e ŋ ɡ i z o
ἐγγίζω	e ŋ ɡ í z d ɔː
ἐγγίζω	e ɲ ɟ i z o
ἐγγίζω	ɛ ŋ ɡ i z o
ἐγγενικόσ	e ŋ ɡ e n i k o s
ἐγγενικόσ	e ŋ ɡ e n i k ó s
ἐγγενικόσ	e ɲ ɟ e n i k o s
ἐγγενικόσ	ɛ ŋ ɡ ɛ n i k o s
ἐγγιγνόμεναι	e ŋ ɡ i ɡ n ó m e n a i̯
ἐγγιγνόμεναι	e ŋ ɡ i ɣ n o m e n ɛ
ἐγγιγνόμεναι	e ɲ ɟ i ɣ n o m e n e
ἐγγιγνόμεναι	ɛ ŋ ɡ i ɡ n o m ɛ n ɛ
ἐγγιγνόμενοσ	e ŋ ɡ i ɡ n ó m e n o s
ἐγγιγνόμενοσ	e ŋ ɡ i ɣ n o m e n o s
ἐγγιγνόμενοσ	e ɲ ɟ i ɣ n o m e n o s
ἐγγιγνόμενοσ	ɛ ŋ ɡ i ɡ n o m ɛ n o s
ἐγγράφομαι	e ŋ ɡ r a f o m e
ἐγγράφομαι	e ŋ ɡ r a ɸ o m ɛ
ἐγγράφομαι	e ŋ ɡ r á pʰ o m a i̯
ἐγγράφομαι	ɛ ŋ ɡ r a pʰ o m ɛ
ἐγγυθήκη	e ŋ ɡ y tʰ ɛ̌ː k ɛː
ἐγγυθήκη	e ŋ ɡ y θ i k i
ἐγγυθήκη	e ɲ ɟ i θ i c i
ἐγγυθήκη	e ɲ ɟ y θ i c i
ἐγγυθήκη	ɛ ŋ ɡ y tʰ e k e
ἐγγύθεν	e ŋ ɡ y θ e n
ἐγγύθεν	e ŋ ɡ ý tʰ e n
ἐγγύθεν	e ɲ ɟ i θ e n
ἐγγύθεν	e ɲ ɟ y θ e n
ἐγγύθεν	ɛ ŋ ɡ y tʰ ɛ n
ἐγγύθι	e ŋ ɡ y θ i
ἐγγύθι	e ŋ ɡ ý tʰ i
ἐγγύθι	e ɲ ɟ i θ i
ἐγγύθι	e ɲ ɟ y θ i
ἐγγύθι	ɛ ŋ ɡ y tʰ i
ἐγγύσ	e ŋ ɡ y s
ἐγγύσ	e ŋ ɡ ý s
ἐγγύσ	e ɲ ɟ i s
ἐγγύσ	e ɲ ɟ y s
ἐγγύσ	ɛ ŋ ɡ y s
ἐγγύϊον	e ŋ ɡ y i o n
ἐγγύϊον	e ɲ ɟ i i o n
ἐγγύϊον	e ɲ ɟ y i o n
ἐγγύϊον	ɛ ŋ ɡ y i o n
ἐγείρομαι	e ɡ ěː r o m a i̯
ἐγείρομαι	e ɣ i r o m ɛ
ἐγείρομαι	e ʝ i r o m e
ἐγείρομαι	ɛ ɡ i r o m ɛ
ἐγείρομεν	e ɡ ěː r o m e n
ἐγείρομεν	e ɣ i r o m e n
ἐγείρομεν	e ʝ i r o m e n
ἐγείρομεν	ɛ ɡ i r o m ɛ n
ἐγείρω	e ɡ ěː r ɔː
ἐγείρω	e ɣ i r o
ἐγείρω	e ʝ i r o
ἐγείρω	ɛ ɡ i r o
ἐγενήθην	e ɡ e n ɛ̌ː tʰ ɛː n
ἐγενήθην	e ɣ e n i θ i n
ἐγενήθην	e ʝ e n i θ i n
ἐγενήθην	ɛ ɡ ɛ n e tʰ e n
ἐγενόμην	e ɡ e n ó m ɛː n
ἐγενόμην	e ɣ e n o m i n
ἐγενόμην	e ʝ e n o m i n
ἐγενόμην	ɛ ɡ ɛ n o m e n
ἐγερθήτω	e ɡ e r tʰ ɛ̌ː t ɔː
ἐγερθήτω	e ɣ e r θ i t o
ἐγερθήτω	e ʝ e r θ i t o
ἐγερθήτω	ɛ ɡ ɛ r tʰ e t o
ἐγκέλαδοσ	e ŋ k e l a ð o s
ἐγκέλαδοσ	e ŋ k é l a d o s
ἐγκέλαδοσ	e ɲ ɟ e l a ð o s
ἐγκέλαδοσ	ɛ ŋ k ɛ l a d o s
ἐγκέφαλοσ	e ŋ k e ɸ a l o s
ἐγκέφαλοσ	e ŋ k é pʰ a l o s
ἐγκέφαλοσ	e ɲ ɟ e f a l o s
ἐγκέφαλοσ	ɛ ŋ k ɛ pʰ a l o s
ἐγκαθίστημι	e ŋ k a tʰ í s t ɛː m i
ἐγκαθίστημι	e ŋ k a θ i s t i m i
ἐγκαθίστημι	e ŋ ɡ a θ i s t i m i
ἐγκαθίστημι	ɛ ŋ k a tʰ i s t e m i
ἐγκαθιδρύομαι	e ŋ k a tʰ i d r ý o m a i̯
ἐγκαθιδρύομαι	e ŋ k a θ i ð r y o m ɛ
ἐγκαθιδρύομαι	e ŋ ɡ a θ i ð r i o m e
ἐγκαθιδρύομαι	e ŋ ɡ a θ i ð r y o m e
ἐγκαθιδρύομαι	ɛ ŋ k a tʰ i d r y o m ɛ
ἐγκαταστήσασ	e ŋ k a t a s t i s a s
ἐγκαταστήσασ	e ŋ k a t a s t ɛ̌ː s aː s
ἐγκαταστήσασ	e ŋ ɡ a t a s t i s a s
ἐγκαταστήσασ	ɛ ŋ k a t a s t e s a s
ἐγκλείομαι	e ŋ k l ěː o m a i̯
ἐγκλείομαι	e ŋ k l i o m ɛ
ἐγκλείομαι	e ŋ ɡ l i o m e
ἐγκλείομαι	ɛ ŋ k l i o m ɛ
ἐγκράτεια	e ŋ k r a t i a
ἐγκράτεια	e ŋ k r á t eː a
ἐγκράτεια	e ŋ ɡ r a t i a
ἐγκράτεια	ɛ ŋ k r a t i a
ἐγκρίσ	e ŋ k r i s
ἐγκρίσ	e ŋ k r í s
ἐγκρίσ	e ŋ ɡ r i s
ἐγκρίσ	ɛ ŋ k r i s
