ॐ	oːm
सलाख	səlɑːkʰ
सलाम	səlɑːm
सलामत	səlɑːmət̪
सलामी	səlɑːmiː
सलाह	səlɑːʱ
सलाहकार	səlɑːʱkɑːɾ
सलीक़ा	səliːkɑː
सलीक़ा	səliːqɑː
सलीब	səliːb
सलीम	səliːm
सलूक	səluːk
सलोना	səloːnɑː
सल्तनत	səlt̪ənət̪
सवर्ण	səʋəɾn
सवा	səʋɑː
सवाना	səʋɑːnɑː
सवार	səʋɑːɾ
सवाल	səʋɑːl
सवेरे	səʋeːɾeː
सशक्तिकरण	səʃəkt̪ɪkəɾən
सशस्त्र	səʃəst̪ɾ
सशुल्क	səʃʊlk
सशंक	səʃəŋk
ससुर	səsʊɾ
ससुराल	səsʊɾɑːl
सस्ता	səst̪ɑː
सस्ताई	səst̪ɑːiː
सस्तापन	səst̪ɑːpən
सस्यविज्ञान	səsjəʋɪɡjɑːn
सहकर्मी	sɛːʱkəɾmiː
सहकारी	sɛːʱkɑːɾiː
सहज	ˈsɛɦɛd͡ʒ
सहजात	sɛːʱd͡ʒɑːt̪
सहन	seːɦeːn
सहन	səʱn
सहना	sɛːʱnɑː
सहबद्ध	sɛːʱbəd̪d̪ʱ
सहभागी	sɛːʱbʱɑːɡiː
सहमत	sɛːʱmət̪
सहमति	sɛːʱmət̪iː
सहयोग	səʱjoːɡ
सहयोगी	səʱjoːɡiː
सहर	sɛːʱɾ
सहरा	sɛːʱɾɑː
सहरी	sɛːʱɾiː
सहलाना	sɛːʱlɑːnɑː
सहसा	səʱsɑː
सहसंयोजक	səʱsə̃joːd͡ʒək
सहस्रपाद	sɛːʱsɾəpɑːd̪
सहस्रमान	sɛːʱsɾəmɑːn
सहस्रिमान	sɛːʱsɾɪmɑːn
सहायक	səɦɑːjək
सहारा	səɦɑːɾɑː
सही	səɦiː
सहेजना	səɦeːd͡ʒnɑː
सहोदर	səɦoːd̪əɾ
साइकल	sɑːɪkəl
साइकिल	sɑːɪkɪl
साउथहैंपटन	sɑːʊt̪ʰɦɛːmpʈən
साउथॉल	sɑːʊt̪ʰɔːl
साक्षर	sɑːkʃəɾ
साक्षात्कार	sɑːkʃɑːt̪kɑːɾ
साख	sɑːkʰ
साज़	sɑːz
साजन	sɑːd͡ʒən
साज़िश	sɑːzɪʃ
साझा	sɑːd͡ʒʱɑː
साझेदार	sɑːd͡ʒʱeːd̪ɑːɾ
साझेदारी	sɑːd͡ʒʱeːd̪ɑːɾiː
साठ	sɑːʈʰ
साड़ी	sɑːɽiː
साढ़े	sɑːɽʱeː
सात	sɑːt̪
सातवाहन	sɑːt̪ʋɑːɦən
साथ	sɑːt̪ʰ
साथसाथ	saːt̪ʰsaːt̪ʰ
साथी	sɑːt̪ʰiː
साद	sɑːd̪
सादगी	sɑːd̪əɡiː
सादा	sɑːd̪ɑː
सादिक़ाबाद	sɑːd̪ɪkɑːbɑːd̪
सादिक़ाबाद	sɑːd̪ɪqɑːbɑːd̪
साधन	sɑːd̪ʱən
साधना	sɑːd̪ʱnɑː
साध्वी	sɑːd̪ʱʋiː
सानी	sɑːniː
साफ़	sɑːf
साबित	sɑːbɪt̪
सामग्री	sɑːməɡɾiː
सामना	sɑːmnɑː
सामने	sɑːmneː
सामरिक	sɑːmɾɪk
सामर्थ्य	sɑːməɾt̪ʰjə
सामान	sɑːmɑːn
सामान्यतः	sɑːmɑːnjət̪əʰ
सामान्यीकृत	sɑːmɑːnjiːkɾɪt̪
सामी	sɑːmiː
सामूहिक	sɑːmuːɦɪk
साम्राज्यवाद	sɑːmɾɑːd͡ʒjəʋɑːd̪
सायबान	sɑːjbɑːn
सारणी	sɑːɾniː
सारथी	sɑːɾət̪ʰiː
सारा	sɑːɾɑː
सारांश	sɑːɾɑːnʃ
सारंगी	sɑːɾəŋɡiː
सार्थ	sɑːɾt̪ʰ
सार्थक	sɑːɾt̪ʰək
सार्वजनिक	sɑːɾʋd͡ʒənɪk
सार्वत्रिक	sɑːɾʋət̪ɾɪk
सार्वभौमिक	sɑːɾʋəbʱɔːmɪk
सालभर	sɑːlbʱəɾ
सालाना	sɑːlɑːnɑː
सावधानी	sɑːʋd̪ʱɑːniː
साहसी	sɑːʱsiː
साहित्य	sɑːɦɪt̪j
साहित्यिक	sɑːɦɪt̪jɪk
साहिब	sɑːb
साहिब	sɑːʱb
साहिब	sɑːɦɪb
साहिब	sɑːɦəb
साहिल	sɑːɦɪl
साही	sɑːɦiː
साहूकार	sɑːɦuːkɑːɾ
सांख्यिकी	sɑːŋkʰjɪkiː
सांड	sɑːnɖ
सांप	sɑ̃ːp
सांप्रदायिकता	sɑːmpɾəd̪ɑːjɪkt̪ɑː
सांबर	sɑːmbəɾ
सांसद	sɑːnsəd̪
सांस्कृतिक	sɑːnskɾɪt̪ɪk
साँई	sɑ̃ːiː
साँप	sɑ̃ːp
साँवला	sɑ̃ːʋlɑː
सिकोड़ना	sɪkoːɽnɑː
सिकंदर	sɪkənd̪əɾ
सिकंदराबाद	sɪkənd̪əɾɑːbɑːd̪
सिगार	sɪɡɑːɾ
सिचुआन	sɪt͡ʃʊɑːn
सिडनी	sɪɖniː
सितम	sɪt̪əm
सितारा	sɪt̪ɑːɾɑː
सितंबर	sɪt̪əmbəɾ
सिद्धांत	sɪd̪d̪ʱɑːnt̪
सिनेमाघर	sɪneːmɑːɡʱəɾ
सिपाही	sɪpɑːiː
सिफ़त	sɪfət̪
सिफ़र	sɪfəɾ
सिफ़ारत	sɪfɑːɾət̪
सिफ़ारतख़ाना	sɪfɑːɾət̪kʰɑːnɑː
सिफ़ारतख़ाना	sɪfɑːɾət̪xɑːnɑː
सिफ़ारिश	sɪfɑːɾɪʃ
सिमटना	sɪməʈnɑː
सिया	siːjɑː
सियापति	siːjɑːpət̪iː
सियाप्पा	siːjɑːppɑː
सियार	siːjɑːɾ
सियालकोट	siːjɑːlkoːʈ
सियाही	siːjɑːɦiː
सिर	sɪɾ
सिरदर्द	sɪɾd̪əɾd̪
सिरा	sɪɾɑː
सिलवट	sɪlʋəʈ
सिलवाना	sɪlʋɑːnɑː
सिलसिला	sɪlsɪlɑː
सिसकना	sɪsəknɑː
सिंचाई	sɪɲt͡ʃɑːiː
सिंचित	sɪɲt͡ʃɪt̪
सिंदूर	sɪnd̪uːɾ
सिंहाली	sɪnɦɑːliː
सिंहासन	sɪŋɡʱɑːsən
सी	siː
सीखना	ˈsiːkʰnɑː
सीट	siːʈ
सीठा	siːʈʰɑː
सीढ़ी	siːɽʱiː
सीताफल	siːt̪ɑːpʰəl
सीधा	siːd̪ʱɑː
सीना	siːnɑː
सीनेट	siːneːʈ
सीनेटर	siːneːʈəɾ
सीमा	ˈsiːmɑː
सीमित	siːmɪt̪
सीरत	siːɾət̪
सीरिया	siːɾiːjɑː
सीस	siːs
सींग	siːŋɡ
सुअर	sʊəɾ
सुई	sʊiː
सुईकार	sʊiːkɑːɾ
सुईदाब	sʊiːd̪ɑːb
सुकून	sʊkuːn
सुखपूर्वक	sʊkʰpuːɾʋək
सुखमय	sʊkʰməj
सुग्गा	sʊɡɡɑː
सुझाना	sʊd͡ʒʱɑːnɑː
सुझाव	sʊd͡ʒʱɑːʋ
सुडौल	sʊɖɔːl
सुथरा	sʊt̪ʰɾɑː
सुधार	sʊd̪ʱɑːɾ
सुधारना	sʊd̪ʱɑːɾnɑː
सुधारवादी	sʊd̪ʱɑːɾʋɑːd̪iː
सुनना	sʊnnɑː
सुनवाई	sʊnʋɑːiː
सुनसान	sʊnsɑːn
सुनहरा	sʊnɛːʱɾɑː
सुनाई	sʊnɑːiː
सुनामी	sʊnɑːmiː
सुनार	sʊnɑːɾ
सुन्दर	sʊnd̪əɾ
सुन्नी	sʊnniː
सुपुर्द	sʊpʊɾd̪
सुप्रभात	sʊpɾəbʱɑːt̪
सुबकना	sʊbəknɑː
सुबह	sʊbəʱ
सुबोध	sʊboːd̪ʱ
सुभानअल्लाह	sʊbʱɑːn‿əllɑːʱ
सुमन	sʊmən
सुमात्रा	sʊmɑːt̪ɾɑː
सुर	sʊɾ
सुरक्षाबल	sʊɾəkʃɑːbəl
सुरत	sʊɾət̪
सुरमा	sʊɾmɑː
सुराख़	sʊɾɑːkʰ
सुराख़	sʊɾɑːx
सुरिनाम	sʊɾɪnɑːm
सुरंग	sʊɾəŋɡ
सुर्ख़ाब	sʊɾkʰɑːb
सुर्ख़ाब	sʊɾxɑːb
सुर्ख़ी	sʊɾkʰiː
सुर्ख़ी	sʊɾxiː
सुलझा	sʊld͡ʒʱɑː
सुलझाना	sʊld͡ʒʱɑːnɑː
सुलह	sʊlɛːʱ
सुलाना	sʊlɑːnɑː
सुलेमान	sʊleːmɑːn
सुल्टाना	sʊlʈɑːnɑː
सुल्ताना	sʊlt̪ɑːnɑː
सुविख्यात	sʊʋɪkʰjɑːt̪
सुस्ताना	sʊst̪ɑːnɑː
सुस्ती	sʊst̪iː
सुस्वादु	sʊsʋɑːd̪uː
सुहाग	sʊɦɑːɡ
सुंदर	sʊnd̪əɾ
सूअर	suːəɾ
सूआ	suːɑː
सूई	suːiː
सूक्ष्मदर्शी	suːkʃməd̪əɾʃiː
सूक्ष्माणु	suːkʃmɑːnuː
सूखना	suːkʰnɑː
सूखा	suːkʰɑː
सूचक	suːt͡ʃək
सूची	suːt͡ʃiː
सूजन	suːd͡ʒən
सूजी	suːd͡ʒiː
सूत	suːt̪
सूती	suːt̪iː
सूत्र	suːt̪ɾ
सूद	suːd̪
सूना	suːnɑː
सूनू	suːnuː
सूरज	suːɾəd͡ʒ
सूरिया	suːɾiːjɑː
सूर्यास्त	suːɾjɑːst̪
सूर्योदय	suːɾjoːd̪əj
सूँघना	sũːɡʱnɑː
सूँघना	suːŋɡʱnɑː
सृजन	sɾɪd͡ʒən
सृष्टि	sɾɪʃʈiː
से	seː
सेज	seːd͡ʒ
सेटेलाईट	seːʈeːlɑːiːʈ
सेठ	seːʈʰ
सेर	seːɾ
सेल	seːl
सेल्फ़ी	seːlfiː
सेवक	seːʋək
सेवा	seːʋɑː
सेवानिवृत्त	seːʋɑːnɪʋɾɪt̪t̪
सेवानिवृत्ति	seːʋɑːnɪʋɾɪt̪t̪iː
सेहत	seːɦət̪
सेहतमंद	seːɦət̪mənd̪
सेंकना	seːŋknɑː
सेंटी	seːnʈiː
सैद्धांतिक	sɛːd̪d̪ʱɑːnt̪ɪk
सैन्य	sɛːnj
सैर	sɛːɾ
सैलाब	sɛːlɑːb
सैंतालीस	sɛːnt̪ɑːliːs
सैंतीस	sɛːnt̪iːs
सो	soː
सोखना	soːkʰnɑː
सोची	soːt͡ʃiː
सोता	soːt̪ɑː
सोना	soːnɑː
सोनार	soːnɑːɾ
सोमालिया	soːmɑːliːjɑː
सोमाली	soːmɑːliː
सोलह	soːlɑːʱ
सोलह	soːləʱ
सोवियत	soːʋiːjət̪
सोशलिस्ट	soːʃlɪsʈ
सोहाग	soːɦɑːɡ
सौ	sɔː
सौगंद	sɔːɡənd̪
सौतेला	sɔːt̪eːlɑː
सौदा	sɔːd̪ɑː
सौदागर	sɔːd̪ɑːɡəɾ
सौभाग्य	sɔːbʱɑːɡj
सौम्य	sɔːmj
सौर	sɔːɾ
सौराष्ट्र	sɔːɾɑːʃʈɾ
सौंपना	sɔːmpnɑː
सौंफ	sɔ̃ːf
सौंफ	sɔ̃ːpʰ
सौंह	sɔ̃ːʱ
संकट	səŋkəʈ
संकलक	səŋkələk
संकल्प	səŋkəlp
संकल्पना	səŋkəlpənɑː
संकेत	səŋkeːt̪
संकोच	səŋkoːt͡ʃ
संक्रामक	səŋkɾɑːmək
संक्षिप्त	səŋkʃɪpt̪
संख्या	səŋkʰjɑː
संग	səŋɡ
संगठन	səŋɡəʈʰən
संगठनात्मक	səŋɡəʈʰənɑːt̪mək
संगणक	səŋɡənək
संगम	səŋɡəm
संगमरमर	səŋɡməɾməɾ
संगीत	səŋɡiːt̪
संग्रह	səŋɡɾəʱ
संग्राम	səŋɡɾɑːm
संघ	səŋɡʱ
संघीय	səŋɡʱiːj
संचयन	səmt͡ʃəjən
संचार	səɲt͡ʃɑːɾ
संजाल	səɲd͡ʒɑːl
संज्ञा	səɲɡjɑː
संत	sənt̪
संतान	sənt̪ɑːn
संतुलित	sənt̪ʊlɪt̪
संतोषी	sənt̪oːʃiː
संदर्भ	sənd̪əɾbʱ
संदिग्ध	sənd̪ɪɡd̪ʱ
संदूक़	sənd̪uːk
संदूक़	sənd̪uːq
संदूषण	sənd̪uːʃən
संदेश	sənd̪eːʃ
संदेह	sənd̪eːʱ
संध्या	sənd̪ʱjɑː
संन्यास	sənnjɑːs
संन्यासी	sənnjɑːsiː
संपत्ति	səmpət̪t̪iː
संपदा	səmpəd̪ɑː
संपर्क	səmpəɾk
संपादकीय	səmpɑːd̪əkiːj
संपूर्ण	səmpuːɾn
संपूर्णता	səmpuːɾnt̪ɑː
संप्रति	səmpɾət̪iː
संप्रभु	səmpɾəbʱuː
संप्रभुता	səmpɾəbʱʊt̪ɑː
संबोधित	səmboːd̪ʱɪt̪
संबंध	səmbənd̪ʱ
संबंधी	səmbənd̪ʱiː
संभव	sə̃mbʱəʋ
संभालना	səmbʱɑːlnɑː
संभावना	səmbʱɑːʋnɑː
संयम	sə̃jəm
संयुक्त	sə̃jʊkt̪
संयोग	sə̃joːɡ
संयोगवश	sə̃joːɡʋəʃ
संयोजक	sə̃joːd͡ʒək
संयोजकता	sə̃joːd͡ʒəkt̪ɑː
संयंत्र	sə̃jənt̪ɾ
संरक्षण	sənɾəkʃən
संरक्षणवाद	sənɾəkʃənʋɑːd̪
संरचना	sənɾət͡ʃnɑː
संरचनात्मक	sənɾət͡ʃnɑːt̪mək
संलयन	sənləjən
संवाद	səmʋɑːd̪
संवाददाता	səmʋɑːd̪d̪ɑːt̪ɑː
संवेदनशील	səmʋeːd̪ənʃiːl
संवेदना	sə̃mʋeːd̪n̪aː
संवैधानिक	səmʋɛːd̪ʱɑːnɪk
संशोधन	sənʃoːd̪ʱən
संशोधित	sənʃoːd̪ʱɪt̪
संश्लिष्ट	sənʃlɪʃʈ
संसद	sənsəd̪
संसदीय	sənsəd̪iːj
संसाधन	sənsɑːd̪ʱən
संसार	sənsɑːɾ
संसिद्धि	sənsɪd̪d̪ʱiː
संस्कारी	sənskɑːɾiː
संस्कृत	sənskɾɪt̪
संस्थान	sənst̪ʰɑːn
संस्थापक	sənst̪ʰɑːpək
संहार	sənɦɑːɾ
संहार	səŋɦɑːɾ
संहिता	sənɦɪt̪ɑː
स्कर्ट	skəɾʈ
स्कूल	skuːl
स्कूली	skuːliː
स्खलन	skʰələn̪
स्टार	sʈɑːɾ
स्टेटस	sʈeːʈəs
स्टेडियम	sʈeːɖiːjəm
स्टेथोस्कोप	sʈeːt̪ʰoːskoːp
स्टेशन	ɪsʈeːʃən
स्टेशन	sɪʈeːʃən
स्टेशन	sʈeːʃən
स्तनपायी	st̪ənpɑːjiː
स्तुति	st̪ʊt̪iː
स्तूप	st̪uːp
स्तूप	st̪uːpə
स्तंभ	st̪əmbʱ
स्त्री	st̪ɾiː
स्त्रीत्व	st̪ɾiːt̪ʋə
स्त्रोत	st̪ɾoːt̪
स्थगित	st̪ʰəɡɪt̪
स्थल	st̪ʰəl
स्थलीय	st̪ʰəliːj
स्थाई	st̪ʰɑːiː
स्थानांतरण	st̪ʰɑːnɑːnt̪ɾən
स्थापत्य	st̪ʰɑːpət̪j
स्थायी	st̪ʰɑːjiː
स्थित	st̪ʰɪt̪
स्थितिज	st̪ʰɪt̪ɪd͡ʒ
स्थिर	st̪ʰɪɾ
स्थूल	st̪ʰuːl
स्नातक	snɑːt̪ək
स्नातकोत्तर	snɑːt̪əkoːt̪t̪əɾ
स्नायु	snɑːjuː
स्नेही	sneːɦiː
स्पर्श	spəɾʃ
स्पष्टतः	spəʃʈət̪əʰ
स्पैनिश	spɛːnɪʃ
स्फटयातु	spʰəʈjɑːt̪uː
स्मरण	sməɾən
स्मरणशक्ति	sməɾənʃəkt̪iː
स्मारक	smɑːɾək
स्मार्टफ़ोन	smɑːɾʈfoːn
स्मृति	smɾɪt̪iː
स्याही	sjɑːɦiː
स्यंदन	sjənd̪ən
स्लोवेनियन	sloːʋeːniːjən
स्वकीय	sʋəkiːj
स्वकीया	sʋəkiːjɑː
स्वचालित	sʋət͡ʃɑːlɪt̪
स्वच्छ	sʋət͡ʃt͡ʃʰ
स्वजन	sʋəd͡ʒən
स्वतंत्र	sʋət̪ənt̪ɾ
स्वतंत्रता	sʋət̪ənt̪ɾət̪ɑː
स्वतः	sʋət̪əʰ
स्वदेशी	sʋəd̪eːʃiː
स्वभाव	swəˈbʱɑːʋ
स्वर	sʋəɾ
स्वराक्षर	sʋəɾɑːkʃəɾ
स्वर्ग	sʋəɾɡ
स्वर्गवासी	sʋəɾɡʋɑːsiː
स्वर्णकार	sʋəɾnəkɑːɾ
स्वर्णमंदिर	sʋəɾnmənd̪ɪɾ
स्वशिक्षा	sʋəʃɪkʃɑː
स्वस्तिक	sʋəst̪ɪk
स्वाद	sʋɑːd̪
स्वाध्याय	sʋɑːd̪ʱjɑːj
स्वाभाविक	sʋɑːbʱɑːʋɪk
स्वामित्व	sʋɑːmɪt̪ʋ
स्वायत्तता	sʋɑːjət̪t̪t̪ɑː
स्वार्थी	sʋɑːɾt̪ʰiː
स्वीकारना	sʋiːkɑːɾnɑː
स्वीकारात्मक	sʋiːkɑːɾɑːt̪mək
स्वीकृति	sʋiːkɾɪt̪iː
स्वेच्छा	sʋeːt͡ʃt͡ʃʰɑː
ह	ɦə
हकलाना	ɦəklɑːnɑː
हक़ीक़त	ɦəkiːkət̪
हक़ीक़त	ɦəqiːqət̪
हकीम	ɦəkiːm
हज़ार	ɦəzɑːɾ
हज़ारहा	ɦəzɑːɾɦɑː
हज्ज	ɦəd͡ʒd͡ʒ
हज़्म	ɦəzəm
हज़्म	ɦəzm
हटना	ɦəʈnɑː
हटाना	ɦəʈɑːnɑː
हड़ताल	ɦəɽt̪ɑːl
हड़ताली	ɦəɽt̪ɑːliː
हड़बड़ाना	ɦəɽbəɽɑːnɑː
हड़बड़ी	ɦəɽbəɽiː
हड्डी	ɦəɖɖiː
हताशा	ɦət̪ɑːʃɑː
हताहत	ɦəˈt̪ɑːɦət̪
हत्यारा	ɦət̪jɑːɾɑː
हथकरघा	ɦət̪ʰkəɾɡʱɑː
हथियार	ɦət̪ʰiːjɑːɾ
हथियारबंद	ɦət̪ʰiːjɑːɾbənd̪
हथेली	ɦət̪ʰeːliː
हथ्यार	ɦət̪ʰjɑːɾ
हदीस	ɦəd̪iːs
हबक्क़ूक़	ɦəbəqːuq
हबीब	ɦəbiːb
हब्शी	ɦəbʃiː
हम	ɦəm
हमको	ɦəmkoː
हमला	ɦəmlɑː
हमलावर	ɦəmlɑːʋəɾ
हमशक्ल	ɦəmʃəkl
हमसाया	ɦəmsɑːjɑː
हमाम	ɦəmɑːm
हमें	ɦəmẽ
हयात	ɦəjɑːt̪
हरकत	ˈɦəɾkət̪
हरगिज़	ɦəɾɡɪz
हरमसरा	ɦəɾəm‿səɾɑː
हरा	ɦəɾɑː
हराना	ɦəɾɑːnɑː
हराम	ɦəɾɑːm
हरामख़ोर	ɦəɾɑːmkʰoːɾ
हरामख़ोर	ɦəɾɑːmxoːɾ
हरामी	ɦəɾɑːmiː
हरित	ɦəɾɪt̪
हरियाणवी	ɦəɾiːjɑːnʋiː
हरियाली	ɦəɾiːjɑːliː
हरिस	ɦəɾɪs
हरेक	ɦəɾeːk
हर्ज	ɦəɾd͡ʒ
हर्ष	ɦəɾʃ
हल	ɦəl
हलक़	ɦəlk
हलक़	ɦəlq
हलक़ा	ɦəlkɑː
हलक़ा	ɦəlqɑː
हलचल	ɦəlt͡ʃəl
हलफ़नामा	ɦələfnɑːmɑː
हलब	ɦələb
हलाक	ɦəlɑːk
हलाल	ɦəlɑːl
हलंत	ɦələnt̪
हल्का	ɦəl̪kɑː
हल्ला	ɦəllɑː
हवलदार	ɦəʋəld̪ɑːɾ
हवाला	ɦəʋɑːlɑː
हवालात	ɦəʋɑːlɑːt̪
हसीन	ɦəsiːn
हसीना	ɦəsiːnɑː
हस्तक्षेप	ɦəst̪əkʃeːp
हस्तमैथुन	ɦəst̪mɛːt̪ʰʊn
हस्तशिल्प	ɦəst̪əʃɪlp
हस्ताक्षर	ɦəst̪ɑːkʃəɾ
हस्ती	ɦəst̪iː
हाइपरटेक्स्ट	ɦɑːɪpəɾʈeːksʈ
हाउस	ɦɑːʊs
हाज़िर	ˈɦɑːzɪɾ
हाज़िरजवाब	ɦɑːzɪɾd͡ʒəʋɑːb
हाज़िरजवाबी	ɦɑːzɪɾd͡ʒəʋɑːbiː
हाजिरा	ɦad͡ʒɪɾa
हाथ	ɦɑːt̪ʰ
हाथी	ɦɑːt̪ʰiː
हादसा	ɦɑːd̪sɑː
हामी	ɦɑːmiː
हाय	ɦɑːj
हार	ɦɑːɾ
हाल	ɦɑːl
हालत	ˈɦɑːlət̪
हालात	ɦɑːlɑːt̪
हालिया	ɦɑːliːjɑː
हासिल	ɦɑːsɪl
हिचकिचाना	ɦɪt͡ʃkɪt͡ʃɑːnɑː
हिचकी	ɦɪt͡ʃkiː
हिजड़ा	ɦɪd͡ʒɽɑː
हिजरत	ɦɪd͡ʒɾət̪
हिजरी	ɦɪd͡ʒɾiː
हित	ɦɪt̪
हितकार	ɦɪt̪kɑːɾ
हिन्दी	ɦɪnd̪iː
हिम	ɦɪm
हिमशैल	ɦɪmʃɛːl
हिमस्खलन	ɦɪmskʰələn
हिमाक़त	ɦɪmɑːkət̪
हिमाक़त	ɦɪmɑːqət̪
हिमाद्रि	ɦɪmɑːd̪ɾiː
हिमांक	ɦɪmɑːŋk
हिया	ɦiːjɑː
हिरासत	ɦɪɾɑːsət̪
हिसाब	ɦɪsɑːb
हिस्सेदार	ɦɪsseːd̪ɑːɾ
हिस्सेदारी	ɦɪsseːd̪ɑːɾiː
हिंडोला	ɦɪnɖoːlɑː
हिंद	ɦɪnd̪
हिंदको	ɦɪnd̪koː
हिंदी	ɦɪnd̪iː
हिंदुत्व	ɦɪnd̪ʊt̪ʋ
हिंसा	ɦɪnsɑː
हिंसात्मक	ɦiːn̪sɑːt̪mək
ही	ɦiː
हीजड़ा	ɦiːd͡ʒɽɑː
हीटर	ɦiːʈəɾ
हीन	ɦiːn
हीर	ɦiːɾ
हीरो	ɦiːɾoː
हीलियम	ɦiːlɪjəm
हींग	ɦiːŋɡ
हुआ	ɦʊɑː
हुई	ɦʊiː
हुक्म	ɦʊkm
हुक्मरान	ɦʊkmɾɑːn
हुज़ूर	ɦʊzuːɾ
हुड़दंगबाज़	ɦʊɽd̪əŋɡbɑːz
हुम्मुस	ɦʊmmʊs
हुस्न	ɦʊsn
हूबहू	ɦuːbəɦuː
हूँ	ɦũː
हृदय	ɦɾɪd̪əj
हृदयरोग	ɦɾɪd̪əjɾoːɡ
हृदयाघात	ɦɾɪd̪əjɑːɡʱɑːt̪
हे	ɦeː
हेक्टेयर	ɦeːkʈeːjəɾ
हेटौडा	ɦeːʈɔːɖɑː
हेलीकॉप्टर	ɦeːliːkɔːpʈəɾ
है	ɦɛː
हैक्टर	ɦɛːkʈɛːɾ
हैज़ा	ɦɛːzɑː
हैदर	ɦɛːd̪əɾ
हैदराबाद	ɦɛːd̪ɾɑːbɑːd̪
हैरान	ɦɛːɾɑːn
हैवानियत	ɦɛːʋɑːniːjət̪
हैसियत	ɦɛːsiːjət̪
हैं	ɦɛ̃ː
होकर	ɦoːkəɾ
होगा	ɦoːɡɑː
होनहार	ɦoːnɦɑːɾ
होना	ɦoːnɑː
होन्शू	ɦoːnʃuː
होबार्ट	ɦoːbɑːɾʈ
होली	ɦoːliː
होशियार	ɦoːʃiːjɑːɾ
होशे	ɦoʃe
